vendor,current_price,old_price
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,6.54,9.47
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,2.77,3.77
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.17,3.77
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,3.97,5.48
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,1.97,3.28
Walmart,2.94,3.27
Walmart,2.94,3.27
Walmart,2.94,3.27
Walmart,2.94,3.27
Walmart,2.94,3.27
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,0.97,1.08
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,3.98,4.78
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,4.48,4.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,4.18,4.94
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,3.97,4.18
Walmart,4.58,5.18
Walmart,4.58,5.18
Walmart,4.58,5.18
Walmart,4.58,5.18
Walmart,4.58,5.18
Walmart,4.58,5.18
Walmart,3.98,4.58
Walmart,3.98,4.58
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.87,3.48
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,1.97,2.27
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,2.74,3.28
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,14.97,16.98
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.28
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.47,3.97
Walmart,2.47,3.97
Walmart,2.47,3.97
Walmart,4.67,5.28
Walmart,4.67,5.28
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,7.47
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,5.97,6.88
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,10.97,11.98
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,6.97,8.78
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,7.97,8.98
Walmart,3.33,3.99
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,0.98,1.67
Walmart,0.98,1.67
Walmart,0.98,1.67
Walmart,0.98,1.67
Walmart,0.98,1.67
Walmart,0.98,1.67
Walmart,0.98,1.67
Walmart,0.98,1.67
Walmart,0.98,1.67
Walmart,0.98,1.67
Walmart,0.98,1.67
Walmart,2.27,3.48
Walmart,2.27,3.48
Walmart,2.27,3.48
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,2.77,4.47
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.47,4.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,5.97,6.97
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,2.97,4.98
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.47,3.97
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,3.97,5.78
Walmart,1.96,2.18
Walmart,1.96,2.18
Walmart,1.96,2.18
Walmart,1.96,2.18
Walmart,1.96,2.18
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,2.98,4.78
Walmart,1.96,2.18
Walmart,1.96,2.18
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.47,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,2.27,3.98
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,4.97,5.97
Walmart,8.97,9.97
Walmart,8.97,9.97
Walmart,8.97,9.97
Walmart,8.97,9.97
Walmart,8.97,9.97
Walmart,8.97,9.97
Walmart,8.97,9.97
Walmart,8.97,9.97
Walmart,8.97,9.97
Walmart,8.97,9.97
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,25.99,29.68
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,5.37,5.97
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
Walmart,15.99,18.12
